genome	rate	k	S_alg	algorithm	camel_DS	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	tigs_ns	tigs_cl	enc0_xz_bytes	camel_mem_bytes	camel_real_s	camel_usr_s	camel_sys_s	pref0	pref
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	1	zeros	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_1	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_1.M_zeros
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	2	default	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_2	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_2.M_default
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	2	ones	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_2	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_2.M_ones
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	2	runs	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_2	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_2.M_runs
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	2	zeros	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_2	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_2.M_zeros
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	3	default	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_3	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_3.M_default
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	3	ones	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_3	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_3.M_ones
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	3	runs	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_3	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_3.M_runs
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	3	zeros	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_3	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_3.M_zeros
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	4	default	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_4	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_4.M_default
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	4	ones	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_4	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_4.M_ones
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	4	runs	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_4	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_4.M_runs
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	4	zeros	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_4	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_4.M_zeros
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	5	default	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_5	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_5.M_default
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	5	ones	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_5	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_5.M_ones
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	5	runs	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_5	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_5.M_runs
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigs	loc-greedy	HT	5	zeros	1	14	1	13	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_5	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_14.d_5.M_zeros
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	1	default	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_1	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_1.M_default
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	1	ones	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_1	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_1.M_ones
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	1	runs	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_1	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_1.M_runs
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	1	zeros	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_1	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_1.M_zeros
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	2	default	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_2	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_2.M_default
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	2	ones	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_2	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_2.M_ones
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	2	runs	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_2	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_2.M_runs
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	2	zeros	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_2	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_2.M_zeros
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	3	default	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_3	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_3.M_default
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	3	ones	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_3	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_3.M_ones
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	3	runs	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_3	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_3.M_runs
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	3	zeros	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_3	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_3.M_zeros
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	4	default	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_4	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_4.M_default
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	4	ones	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_4	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_4.M_ones
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	4	runs	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_4	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_4.M_runs
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	4	zeros	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_4	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_4.M_zeros
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	5	default	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_5	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_5.M_default
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	5	ones	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_5	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_5.M_ones
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	5	runs	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_5	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_5.M_runs
spneumo_pangenome_subsampled	1e-9	14	pseudosimplitigsAC	loc-greedy	AC	5	zeros	1	14	1	13	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_5	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigsAC.k_14.d_5.M_zeros
spneumo_pangenome_subsampled	1e-9	14	matchtigs	matchtigs	na	na	default	1	14	1	13	1	72	68	140	72	1	14	72	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_matchtigs.k_14.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_matchtigs.k_14.d_na.M_default
spneumo_pangenome_subsampled	1e-9	14	matchtigs	matchtigs	na	na	ones	1	14	1	13	1	72	68	140	72	1	14	72	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_matchtigs.k_14.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_matchtigs.k_14.d_na.M_ones
spneumo_pangenome_subsampled	1e-9	14	matchtigs	matchtigs	na	na	runs	1	14	1	13	1	72	68	140	72	1	14	72	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_matchtigs.k_14.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_matchtigs.k_14.d_na.M_runs
spneumo_pangenome_subsampled	1e-9	14	matchtigs	matchtigs	na	na	zeros	1	14	1	13	1	72	68	140	72	1	14	72	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_matchtigs.k_14.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_matchtigs.k_14.d_na.M_zeros
spneumo_pangenome_subsampled	1e-9	14	prophasm	prophasm	na	na	default	1	14	1	13	1	72	68	140	72	1	14	72	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_prophasm.k_14.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_prophasm.k_14.d_na.M_default
spneumo_pangenome_subsampled	1e-9	14	prophasm	prophasm	na	na	ones	1	14	1	13	1	72	68	140	72	1	14	72	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_prophasm.k_14.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_prophasm.k_14.d_na.M_ones
spneumo_pangenome_subsampled	1e-9	14	prophasm	prophasm	na	na	runs	1	14	1	13	1	72	68	140	72	1	14	72	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_prophasm.k_14.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_prophasm.k_14.d_na.M_runs
spneumo_pangenome_subsampled	1e-9	14	prophasm	prophasm	na	na	zeros	1	14	1	13	1	72	68	140	72	1	14	72	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_prophasm.k_14.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_prophasm.k_14.d_na.M_zeros
spneumo_pangenome_subsampled	1e-9	16	eulertigs	eulertigs	na	na	default	1	16	1	15	1	72	68	140	72	1	16	76	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_eulertigs.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_eulertigs.k_16.d_na.M_default
spneumo_pangenome_subsampled	1e-9	16	eulertigs	eulertigs	na	na	ones	1	16	1	15	1	72	68	140	72	1	16	76	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_eulertigs.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_eulertigs.k_16.d_na.M_ones
spneumo_pangenome_subsampled	1e-9	16	eulertigs	eulertigs	na	na	runs	1	16	1	15	1	72	68	140	72	1	16	76	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_eulertigs.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_eulertigs.k_16.d_na.M_runs
spneumo_pangenome_subsampled	1e-9	16	eulertigs	eulertigs	na	na	zeros	1	16	1	15	1	72	68	140	72	1	16	76	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_eulertigs.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_eulertigs.k_16.d_na.M_zeros
spneumo_pangenome_subsampled	1e-9	16	greedy	glob-greedy	HT	na	default	1	16	1	15	1	72	68	140	72	na	na	na	3640000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_greedy.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_greedy.k_16.d_na.M_default
spneumo_pangenome_subsampled	1e-9	16	greedy	glob-greedy	HT	na	ones	1	16	1	15	1	72	68	140	72	na	na	na	3640000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_greedy.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_greedy.k_16.d_na.M_ones
spneumo_pangenome_subsampled	1e-9	16	greedy	glob-greedy	HT	na	runs	1	16	1	15	1	72	68	140	72	na	na	na	3640000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_greedy.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_greedy.k_16.d_na.M_runs
spneumo_pangenome_subsampled	1e-9	16	greedy	glob-greedy	HT	na	zeros	1	16	1	15	1	72	68	140	72	na	na	na	3640000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_greedy.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_greedy.k_16.d_na.M_zeros
spneumo_pangenome_subsampled	1e-9	16	greedyAC	glob-greedy	AC	na	default	1	16	1	15	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_greedyAC.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_greedyAC.k_16.d_na.M_default
spneumo_pangenome_subsampled	1e-9	16	greedyAC	glob-greedy	AC	na	ones	1	16	1	15	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_greedyAC.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_greedyAC.k_16.d_na.M_ones
spneumo_pangenome_subsampled	1e-9	16	greedyAC	glob-greedy	AC	na	runs	1	16	1	15	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_greedyAC.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_greedyAC.k_16.d_na.M_runs
spneumo_pangenome_subsampled	1e-9	16	greedyAC	glob-greedy	AC	na	zeros	1	16	1	15	1	72	68	140	72	na	na	na	3772000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_greedyAC.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_greedyAC.k_16.d_na.M_zeros
spneumo_pangenome_subsampled	1e-9	16	greedytigs	greedytigs	na	na	default	1	16	1	15	1	72	68	140	72	1	16	76	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_greedytigs.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_greedytigs.k_16.d_na.M_default
spneumo_pangenome_subsampled	1e-9	16	greedytigs	greedytigs	na	na	ones	1	16	1	15	1	72	68	140	72	1	16	76	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_greedytigs.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_greedytigs.k_16.d_na.M_ones
spneumo_pangenome_subsampled	1e-9	16	greedytigs	greedytigs	na	na	runs	1	16	1	15	1	72	68	140	72	1	16	76	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_greedytigs.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_greedytigs.k_16.d_na.M_runs
spneumo_pangenome_subsampled	1e-9	16	greedytigs	greedytigs	na	na	zeros	1	16	1	15	1	72	68	140	72	1	16	76	na	na	na	na	spneumo_pangenome_subsampled.r_0.000000001.S_greedytigs.k_16.d_na	spneumo_pangenome_subsampled.r_0.000000001.S_greedytigs.k_16.d_na.M_zeros
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	1	default	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_1	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_1.M_default
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	1	ones	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_1	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_1.M_ones
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	1	runs	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_1	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_1.M_runs
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	1	zeros	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_1	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_1.M_zeros
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	2	default	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_2	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_2.M_default
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	2	ones	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_2	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_2.M_ones
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	2	runs	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_2	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_2.M_runs
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	2	zeros	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_2	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_2.M_zeros
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	3	default	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_3	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_3.M_default
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	3	ones	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_3	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_3.M_ones
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	3	runs	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_3	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_3.M_runs
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	3	zeros	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_3	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_3.M_zeros
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	4	default	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_4	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_4.M_default
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	4	ones	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_4	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_4.M_ones
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	4	runs	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_4	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_4.M_runs
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	4	zeros	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_4	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_4.M_zeros
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	5	default	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_5	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_5.M_default
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	5	ones	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_5	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_5.M_ones
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	5	runs	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_5	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_5.M_runs
spneumo_pangenome_subsampled	1e-9	16	pseudosimplitigs	loc-greedy	HT	5	zeros	1	16	1	15	1	72	68	140	72	na	na	na	3768000	0.01	0	0	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_5	spneumo_pangenome_subsampled.r_0.000000001.S_pseudosimplitigs.k_16.d_5.M_zeros
